,sentiment
7696,neutral
7697,neutral
7698,neutral
7699,neutral
7700,positive
7701,neutral
7702,positive
7703,positive
7704,neutral
7705,neutral
7706,positive
7707,positive
7708,neutral
7709,neutral
7710,positive
7711,neutral
7712,positive
7713,neutral
7714,positive
7715,neutral
7716,positive
7717,neutral
7718,negative
7719,neutral
7720,neutral
7721,neutral
7722,neutral
7723,positive
7724,neutral
7725,neutral
7726,positive
7727,neutral
7728,neutral
7729,positive
7730,positive
7731,neutral
7732,neutral
7733,positive
7734,neutral
7735,neutral
7736,positive
7737,neutral
7738,neutral
7739,positive
7740,neutral
7741,positive
7742,positive
7743,positive
7744,positive
7745,negative
7746,positive
7747,neutral
7748,neutral
7749,neutral
7750,neutral
7751,neutral
7752,neutral
7753,neutral
7754,positive
7755,positive
7756,neutral
7757,negative
7758,neutral
7759,neutral
7760,neutral
7761,neutral
7762,positive
7763,neutral
7764,negative
7765,neutral
7766,neutral
7767,neutral
7768,neutral
7769,neutral
7770,negative
7771,negative
7772,neutral
7773,neutral
7774,positive
7775,positive
7776,neutral
7777,neutral
7778,positive
7779,neutral
7780,negative
7781,positive
7782,neutral
7783,neutral
7784,neutral
7785,neutral
7786,negative
7787,neutral
7788,neutral
7789,negative
7790,negative
7791,neutral
7792,negative
7793,negative
7794,neutral
7795,neutral
7796,neutral
7797,neutral
7798,positive
7799,positive
7800,neutral
7801,neutral
7802,neutral
7803,neutral
7804,neutral
7805,negative
7806,neutral
7807,neutral
7808,neutral
7809,neutral
7810,neutral
7811,neutral
7812,positive
7813,neutral
7814,positive
7815,neutral
7816,neutral
7817,positive
7818,neutral
7819,neutral
7820,neutral
7821,neutral
7822,negative
7823,positive
7824,neutral
7825,neutral
7826,negative
7827,positive
7828,positive
7829,neutral
7830,neutral
7831,neutral
7832,neutral
7833,positive
7834,positive
7835,positive
7836,positive
7837,neutral
7838,negative
7839,neutral
7840,negative
7841,neutral
7842,positive
7843,neutral
7844,neutral
7845,negative
7846,neutral
7847,neutral
7848,negative
7849,positive
7850,neutral
7851,negative
7852,negative
7853,negative
7854,negative
7855,neutral
7856,neutral
7857,neutral
7858,neutral
7859,neutral
7860,positive
7861,negative
7862,neutral
7863,neutral
7864,neutral
7865,positive
7866,positive
7867,neutral
7868,neutral
7869,neutral
7870,positive
7871,positive
7872,positive
7873,neutral
7874,neutral
7875,neutral
7876,positive
7877,neutral
7878,neutral
7879,neutral
7880,neutral
7881,neutral
7882,positive
7883,neutral
7884,neutral
7885,negative
7886,neutral
7887,neutral
7888,neutral
7889,neutral
7890,neutral
7891,neutral
7892,neutral
7893,neutral
7894,neutral
7895,neutral
7896,neutral
7897,neutral
7898,positive
7899,negative
7900,positive
7901,neutral
7902,neutral
7903,neutral
7904,neutral
7905,positive
7906,negative
7907,positive
7908,neutral
7909,neutral
7910,neutral
7911,neutral
7912,negative
7913,positive
7914,positive
7915,neutral
7916,neutral
7917,neutral
7918,neutral
7919,neutral
7920,positive
7921,positive
7922,neutral
7923,neutral
7924,positive
7925,positive
7926,neutral
7927,neutral
7928,neutral
7929,neutral
7930,neutral
7931,neutral
7932,positive
7933,positive
7934,positive
7935,neutral
7936,neutral
7937,neutral
7938,positive
7939,neutral
7940,neutral
7941,neutral
7942,positive
7943,neutral
7944,neutral
7945,neutral
7946,positive
7947,neutral
7948,positive
7949,neutral
7950,negative
7951,positive
7952,neutral
7953,negative
7954,positive
7955,positive
7956,positive
7957,neutral
7958,positive
7959,neutral
7960,neutral
7961,positive
7962,negative
7963,neutral
7964,positive
7965,neutral
7966,neutral
7967,neutral
7968,positive
7969,positive
7970,positive
7971,positive
7972,neutral
7973,neutral
7974,positive
7975,neutral
7976,neutral
7977,neutral
7978,neutral
7979,neutral
7980,neutral
7981,neutral
7982,neutral
7983,neutral
7984,neutral
7985,neutral
7986,neutral
7987,positive
7988,neutral
7989,neutral
7990,neutral
7991,neutral
7992,neutral
7993,neutral
7994,neutral
7995,neutral
7996,neutral
7997,neutral
7998,neutral
7999,neutral
8000,neutral
8001,positive
8002,neutral
8003,positive
8004,positive
8005,negative
8006,neutral
8007,neutral
8008,neutral
8009,positive
8010,positive
8011,neutral
8012,positive
8013,neutral
8014,positive
8015,positive
8016,negative
8017,positive
8018,neutral
8019,neutral
8020,neutral
8021,neutral
8022,neutral
8023,neutral
8024,negative
8025,neutral
8026,neutral
8027,negative
8028,neutral
8029,neutral
8030,neutral
8031,neutral
8032,neutral
8033,neutral
8034,neutral
8035,neutral
8036,positive
8037,positive
8038,neutral
8039,positive
8040,neutral
8041,negative
8042,neutral
8043,negative
8044,neutral
8045,neutral
8046,neutral
8047,positive
8048,neutral
8049,neutral
8050,neutral
8051,neutral
8052,neutral
8053,neutral
8054,neutral
8055,neutral
8056,positive
8057,neutral
8058,neutral
8059,positive
8060,positive
8061,positive
8062,neutral
8063,neutral
8064,positive
8065,neutral
8066,neutral
8067,positive
8068,neutral
8069,neutral
8070,neutral
8071,negative
8072,neutral
8073,negative
8074,neutral
8075,negative
8076,positive
8077,neutral
8078,neutral
8079,neutral
8080,neutral
8081,positive
8082,neutral
8083,negative
8084,neutral
8085,neutral
8086,negative
8087,neutral
8088,neutral
8089,positive
8090,negative
8091,neutral
8092,neutral
8093,neutral
8094,negative
8095,negative
8096,neutral
8097,positive
8098,positive
8099,negative
8100,negative
8101,neutral
8102,neutral
8103,neutral
8104,positive
8105,positive
8106,positive
8107,neutral
8108,neutral
8109,positive
8110,neutral
8111,neutral
8112,neutral
8113,negative
8114,neutral
8115,neutral
8116,neutral
8117,positive
8118,neutral
8119,neutral
8120,neutral
8121,neutral
8122,positive
8123,neutral
8124,neutral
8125,positive
8126,negative
8127,neutral
8128,neutral
8129,neutral
8130,positive
8131,neutral
8132,positive
8133,neutral
8134,positive
8135,neutral
8136,neutral
8137,neutral
8138,positive
8139,neutral
8140,neutral
8141,neutral
8142,neutral
8143,neutral
8144,neutral
8145,positive
8146,neutral
8147,neutral
8148,neutral
8149,neutral
8150,neutral
8151,positive
8152,neutral
8153,neutral
8154,neutral
8155,positive
8156,neutral
8157,positive
8158,neutral
8159,neutral
8160,positive
8161,positive
8162,positive
8163,neutral
8164,negative
8165,neutral
8166,neutral
8167,neutral
8168,neutral
8169,neutral
8170,positive
8171,neutral
8172,neutral
8173,neutral
8174,neutral
8175,neutral
8176,positive
8177,neutral
8178,neutral
8179,neutral
8180,neutral
8181,positive
8182,positive
8183,positive
8184,neutral
8185,neutral
8186,positive
8187,neutral
8188,neutral
8189,neutral
8190,positive
8191,neutral
8192,neutral
8193,neutral
8194,positive
8195,neutral
8196,neutral
8197,neutral
8198,neutral
8199,positive
8200,positive
8201,positive
8202,negative
8203,neutral
8204,neutral
8205,neutral
8206,positive
8207,positive
8208,neutral
8209,neutral
8210,positive
8211,neutral
8212,positive
8213,neutral
8214,negative
8215,neutral
8216,neutral
8217,neutral
8218,neutral
8219,neutral
8220,neutral
8221,neutral
8222,neutral
8223,neutral
8224,neutral
8225,neutral
8226,positive
8227,positive
8228,negative
8229,neutral
8230,neutral
8231,neutral
8232,neutral
8233,neutral
8234,neutral
8235,neutral
8236,positive
8237,positive
8238,neutral
8239,neutral
8240,neutral
8241,positive
8242,neutral
8243,positive
8244,positive
8245,neutral
8246,neutral
8247,neutral
8248,neutral
8249,neutral
8250,neutral
8251,neutral
8252,positive
8253,neutral
8254,neutral
8255,neutral
8256,neutral
8257,neutral
8258,neutral
8259,positive
8260,positive
8261,positive
8262,positive
8263,negative
8264,neutral
8265,positive
8266,neutral
8267,neutral
8268,neutral
8269,positive
8270,neutral
8271,neutral
8272,neutral
8273,positive
8274,neutral
8275,neutral
8276,neutral
8277,neutral
8278,neutral
8279,neutral
8280,neutral
8281,neutral
8282,positive
8283,neutral
8284,neutral
8285,positive
8286,neutral
8287,positive
8288,positive
8289,positive
8290,positive
8291,neutral
8292,positive
8293,neutral
8294,positive
8295,neutral
8296,neutral
8297,neutral
8298,positive
8299,neutral
8300,positive
8301,positive
8302,positive
8303,neutral
8304,positive
8305,positive
8306,neutral
8307,neutral
8308,positive
8309,positive
8310,neutral
8311,neutral
8312,neutral
8313,positive
8314,neutral
8315,neutral
8316,neutral
8317,neutral
8318,positive
8319,positive
8320,neutral
8321,neutral
8322,positive
8323,neutral
8324,positive
8325,positive
8326,neutral
8327,positive
8328,neutral
8329,positive
8330,positive
8331,positive
8332,neutral
8333,positive
8334,positive
8335,positive
8336,positive
8337,negative
8338,neutral
8339,neutral
8340,positive
8341,neutral
8342,neutral
8343,positive
8344,neutral
8345,positive
8346,negative
8347,negative
8348,positive
8349,neutral
8350,neutral
8351,neutral
8352,negative
8353,positive
8354,neutral
8355,neutral
8356,negative
8357,neutral
8358,positive
8359,neutral
8360,neutral
8361,negative
8362,negative
8363,neutral
8364,neutral
8365,neutral
8366,neutral
8367,negative
8368,neutral
8369,negative
8370,positive
8371,positive
8372,neutral
8373,neutral
8374,positive
8375,neutral
8376,neutral
8377,positive
8378,neutral
8379,neutral
8380,negative
8381,neutral
8382,positive
8383,neutral
8384,neutral
8385,positive
8386,positive
8387,neutral
8388,neutral
8389,positive
8390,neutral
8391,neutral
8392,negative
8393,neutral
8394,positive
8395,neutral
8396,positive
8397,positive
8398,positive
8399,neutral
8400,neutral
8401,positive
8402,neutral
8403,neutral
8404,positive
8405,neutral
8406,positive
8407,negative
8408,neutral
8409,neutral
8410,neutral
8411,neutral
8412,positive
8413,neutral
8414,negative
8415,positive
8416,neutral
8417,positive
8418,positive
8419,neutral
8420,positive
8421,neutral
8422,neutral
8423,neutral
8424,neutral
8425,positive
8426,neutral
8427,positive
8428,neutral
8429,neutral
8430,positive
8431,neutral
8432,neutral
8433,positive
8434,positive
8435,negative
8436,neutral
8437,neutral
8438,neutral
8439,positive
8440,neutral
8441,neutral
8442,neutral
8443,neutral
8444,negative
8445,neutral
8446,positive
8447,positive
8448,negative
8449,neutral
8450,neutral
8451,neutral
8452,neutral
8453,neutral
8454,neutral
8455,neutral
8456,negative
8457,neutral
8458,neutral
8459,positive
8460,neutral
8461,positive
8462,neutral
8463,neutral
8464,neutral
8465,neutral
8466,positive
8467,positive
8468,neutral
8469,positive
8470,neutral
8471,neutral
8472,negative
8473,neutral
8474,neutral
8475,positive
8476,positive
8477,negative
8478,positive
8479,positive
8480,negative
8481,neutral
8482,positive
8483,positive
8484,positive
8485,negative
8486,neutral
8487,neutral
8488,neutral
8489,positive
8490,positive
8491,neutral
8492,neutral
8493,neutral
8494,neutral
8495,neutral
8496,neutral
8497,neutral
8498,neutral
8499,neutral
8500,negative
8501,neutral
8502,neutral
8503,neutral
8504,positive
8505,neutral
8506,neutral
8507,neutral
8508,neutral
8509,neutral
8510,neutral
8511,positive
8512,neutral
8513,neutral
8514,positive
8515,neutral
8516,neutral
8517,positive
8518,positive
8519,negative
8520,neutral
8521,neutral
8522,neutral
8523,positive
8524,neutral
8525,neutral
8526,positive
8527,positive
8528,neutral
8529,neutral
8530,positive
8531,neutral
8532,positive
8533,neutral
8534,neutral
8535,positive
8536,neutral
8537,neutral
8538,neutral
8539,positive
8540,negative
8541,positive
8542,neutral
8543,positive
8544,positive
8545,positive
8546,neutral
8547,neutral
8548,neutral
8549,neutral
8550,neutral
8551,neutral
8552,negative
8553,positive
8554,neutral
8555,neutral
8556,neutral
8557,neutral
8558,neutral
8559,neutral
8560,neutral
8561,positive
8562,neutral
8563,negative
8564,neutral
8565,positive
8566,positive
8567,positive
8568,positive
8569,neutral
8570,neutral
8571,neutral
8572,neutral
8573,neutral
8574,positive
8575,negative
8576,neutral
8577,positive
8578,positive
8579,neutral
8580,neutral
8581,neutral
8582,neutral
8583,neutral
8584,neutral
8585,neutral
8586,neutral
8587,positive
8588,positive
8589,neutral
8590,neutral
8591,neutral
8592,neutral
8593,negative
8594,neutral
8595,positive
8596,neutral
8597,positive
8598,positive
8599,neutral
8600,neutral
8601,neutral
8602,neutral
8603,neutral
8604,neutral
8605,negative
8606,positive
8607,neutral
8608,neutral
8609,positive
8610,neutral
8611,positive
8612,positive
8613,neutral
8614,positive
8615,negative
8616,neutral
8617,neutral
8618,neutral
8619,negative
8620,positive
8621,neutral
8622,neutral
8623,negative
8624,positive
8625,neutral
8626,neutral
8627,negative
8628,neutral
8629,neutral
8630,neutral
8631,neutral
8632,positive
8633,neutral
8634,neutral
8635,negative
8636,positive
8637,positive
8638,positive
8639,neutral
8640,neutral
8641,positive
8642,neutral
8643,positive
8644,positive
8645,positive
8646,neutral
8647,positive
8648,negative
8649,neutral
8650,neutral
8651,neutral
8652,positive
8653,neutral
8654,neutral
8655,positive
8656,positive
8657,positive
8658,positive
8659,neutral
8660,neutral
8661,neutral
8662,positive
8663,neutral
8664,positive
8665,neutral
8666,neutral
8667,neutral
8668,neutral
8669,positive
8670,neutral
8671,neutral
8672,neutral
8673,neutral
8674,neutral
8675,neutral
8676,positive
8677,neutral
8678,negative
8679,negative
8680,positive
8681,positive
8682,neutral
8683,neutral
8684,neutral
8685,neutral
8686,positive
8687,neutral
8688,neutral
8689,neutral
8690,positive
8691,neutral
8692,neutral
8693,neutral
8694,neutral
8695,negative
8696,positive
8697,positive
8698,neutral
8699,positive
8700,neutral
8701,negative
8702,negative
8703,neutral
8704,neutral
8705,positive
8706,neutral
8707,neutral
8708,neutral
8709,positive
8710,positive
8711,neutral
8712,neutral
8713,negative
8714,neutral
8715,positive
8716,positive
8717,neutral
8718,neutral
8719,neutral
8720,neutral
8721,neutral
8722,negative
8723,positive
8724,positive
8725,neutral
8726,negative
8727,neutral
8728,neutral
8729,neutral
8730,neutral
8731,neutral
8732,neutral
8733,positive
8734,neutral
8735,neutral
8736,neutral
8737,negative
8738,positive
8739,neutral
8740,neutral
8741,neutral
8742,positive
8743,neutral
8744,neutral
8745,neutral
8746,neutral
8747,negative
8748,positive
8749,neutral
8750,positive
8751,positive
8752,negative
8753,neutral
8754,neutral
8755,neutral
8756,positive
8757,negative
8758,positive
8759,neutral
8760,neutral
8761,neutral
8762,neutral
8763,neutral
8764,negative
8765,neutral
8766,neutral
8767,neutral
8768,positive
8769,positive
8770,neutral
8771,neutral
8772,neutral
8773,neutral
8774,positive
8775,neutral
8776,negative
8777,neutral
8778,neutral
8779,neutral
8780,neutral
8781,neutral
8782,neutral
8783,positive
8784,neutral
8785,positive
8786,positive
8787,neutral
8788,neutral
8789,neutral
8790,neutral
8791,negative
8792,neutral
8793,neutral
8794,positive
8795,neutral
8796,neutral
8797,neutral
8798,neutral
8799,neutral
8800,positive
8801,neutral
8802,neutral
8803,neutral
8804,positive
8805,neutral
8806,neutral
8807,neutral
8808,positive
8809,neutral
8810,neutral
8811,neutral
8812,neutral
8813,positive
8814,neutral
8815,neutral
8816,positive
8817,positive
8818,positive
8819,neutral
8820,neutral
8821,negative
8822,negative
8823,neutral
8824,positive
8825,neutral
8826,neutral
8827,neutral
8828,neutral
8829,neutral
8830,negative
8831,neutral
8832,neutral
8833,positive
8834,neutral
8835,neutral
8836,neutral
8837,neutral
8838,neutral
8839,neutral
8840,positive
8841,positive
8842,neutral
8843,neutral
8844,neutral
8845,neutral
8846,negative
8847,neutral
8848,neutral
8849,positive
8850,neutral
8851,positive
8852,neutral
8853,neutral
8854,positive
8855,neutral
8856,positive
8857,neutral
8858,neutral
8859,positive
8860,neutral
8861,negative
8862,neutral
8863,positive
8864,negative
8865,neutral
8866,positive
8867,positive
8868,neutral
8869,negative
8870,positive
8871,neutral
8872,neutral
8873,neutral
8874,neutral
8875,positive
8876,neutral
8877,negative
8878,neutral
8879,neutral
8880,positive
8881,positive
8882,neutral
8883,positive
8884,neutral
8885,neutral
8886,positive
8887,neutral
8888,neutral
8889,neutral
8890,neutral
8891,neutral
8892,neutral
8893,neutral
8894,neutral
8895,neutral
8896,neutral
8897,neutral
8898,positive
8899,neutral
8900,neutral
8901,neutral
8902,neutral
8903,neutral
8904,neutral
8905,neutral
8906,neutral
8907,neutral
8908,neutral
8909,positive
8910,neutral
8911,neutral
8912,positive
8913,neutral
8914,neutral
8915,positive
8916,positive
8917,positive
8918,positive
8919,neutral
8920,neutral
8921,neutral
8922,neutral
8923,positive
8924,neutral
8925,neutral
8926,positive
8927,neutral
8928,neutral
8929,neutral
8930,neutral
8931,positive
8932,positive
8933,neutral
8934,positive
8935,neutral
8936,positive
8937,positive
8938,positive
8939,neutral
8940,positive
8941,neutral
8942,neutral
8943,neutral
8944,positive
8945,neutral
8946,neutral
8947,positive
8948,positive
8949,positive
8950,neutral
8951,positive
8952,positive
8953,positive
8954,positive
8955,neutral
8956,neutral
8957,neutral
8958,negative
8959,neutral
8960,positive
8961,neutral
8962,neutral
8963,neutral
8964,positive
8965,neutral
8966,positive
8967,positive
8968,neutral
8969,neutral
